# word,quad,pos,reformed
# Reformed by script using Examples/oxford.yaml and Examples/non-oxford.yaml

word,quad,pos,reformed
freshly,-,-,freshly
freshman,-,-,freshman
friction,-,-,friction
Friday,-,-,Friday
fridge,-,-,fridge
friend,1,noun,frend
friendly,1,adjective,frendly
friendship,-,-,frendship
fright,-,-,fright
frighten,-,-,frighten
frightened,-,-,frightened
frightening,-,-,frightening
fringe,1,noun,fringe
frog,-,-,frog
from,-,-,from
front,1,noun,frunt
front,2,adjective,frunt
frontier,-,-,frontier
frost,1,noun,frost
frown,1,verb,frown
frown,2,noun,frown
frozen,2,adjective,frozen
fruit,1,noun,fruit
fruitful,-,-,fruitful
frustrate,-,-,frustrate
frustrated,-,-,frustrated
frustrating,-,-,frustrating
frustration,-,-,frustration
fry,1,verb,fry
fry,2,noun,fry
frying,-,noun,frying
fuel,1,noun,fuël
fuel,2,verb,fuël
fulfil,-,-,fulfull
fulfilling,-,-,fulfilling
full,1,adjective,fwll
full,-,1 noun,fwll
full-time,-,adverb,full-time
fully,-,-,fwlly
fumes,-,-,fumes
fun,1,noun,fun
fun,2,adjective,fun
function,1,noun,function
function,2,verb,function
functional,-,-,functional
fund,1,noun,fund
fund,2,verb,fund
fundamental,-,-,fundamental
fundamentally,-,-,fundamentally
funding,-,-,funding
funeral,-,-,funeral
fungus,-,-,fungus
funny,-,-,funny
fur,1,noun,fur
furious,-,-,furious
furnace,-,-,furnace
furnish,-,-,furnish
furniture,-,-,furniture
further,1,adverb,further
further,2,adjective,further
further,3,verb,further
furthermore,-,-,furthermore
fury,-,-,fury
fuss,1,noun,fuss
futile,-,-,futile
future,1,adjective,future
future,2,noun,future
gain,1,verb,gain
gain,2,noun,gain
galaxy,-,-,galaxy
gale,-,-,gale
gallery,-,-,gallery
gallon,-,-,gallon
gallop,1,verb,gallop
gamble,1,verb,gamble
gambling,-,-,gambling
game,1,noun,game
gang,1,noun,gang
gangster,-,-,gangster
gap,-,-,gap
garage,1,noun,garage
garbage,-,-,garbage
garden,1,noun,garden
gardener,-,-,gardener
garlic,-,-,garlic
garment,-,-,garment
gas,1,noun,gas
gasoline,-,-,gasoline
gasp,1,verb,gasp
gasp,2,noun,gasp
gate,1,noun,gate
gateway,-,-,gateway
gather,1,verb,gaddher
gathering,-,-,gathering
gauge,1,noun,gauge
gauge,2,verb,gauge
gay,1,adjective,gay
gay,2,noun,gay
gaze,1,verb,gaze
gaze,2,noun,gaze
gear,1,noun,gear
gel,1,noun,gel
gem,-,-,gem
gender,-,-,jender
gene,-,-,jene
general,1,adjective,jeneral
generalization,-,-,generalization
generalize,-,-,generalize
generally,-,-,generally
generate,-,-,jenerate
generation,-,-,generation
generator,-,-,generator
generic,-,-,jeneric
generosity,-,-,generosity
generous,-,-,jenerous
genetic,-,-,jenetic
genetics,-,-,genetics
genius,-,-,jenius
genocide,-,-,jenocide
genre,-,-,kînd
gentle,-,-,jentle
gentleman,-,-,gentleman
gently,-,-,gently
genuine,-,-,jenuine
genuinely,-,-,genuinely
geographical,-,-,geographical
geography,-,-,jeögraphy
geology,-,-,geology
geometry,-,-,geometry
germ,-,-,germ
gesture,1,noun,jesture
gesture,2,verb,jesture
get,-,-,get
ghastly,-,-,ghastly
ghetto,-,-,ghetto
ghost,1,noun,goast
giant,1,adjective,jiänt
giant,2,noun,jiänt
gift,1,noun,gift
gifted,-,-,gifted
gigantic,-,-,gigantic
giggle,1,verb,giggle
giggle,2,noun,giggle
gin,-,-,gin
ginger,1,noun,ginger
giraffe,-,-,giraffe
girl,-,-,girl
girlfriend,-,-,girlfrend
give,1,verb,giv
given,2,adjective,given
glacier,-,-,glacier
glad,-,-,glad
glamorous,-,-,glamorous
glamour,-,-,glamour
glance,1,verb,glance
glance,2,noun,glance
gland,-,-,gland
glare,1,verb,glare
glare,2,noun,glare
glass,1,noun,glass
gleam,1,verb,gleam
glimpse,1,noun,glimpse
glitter,1,verb,glitter
global,-,-,global
globalization,-,-,globalization
global,-,noun,global
globe,-,-,globe
gloom,-,-,gloom
gloomy,-,-,gloomy
glorious,-,-,glorious
glory,1,noun,glory
glossary,-,-,glossary
glossy,1,adjective,glossy
glove,-,-,glove
glow,1,noun,glow
glow,2,verb,glow
glue,1,noun,glue
go,1,verb,go
go,2,noun,go
goal,-,-,goal
goalkeeper,-,-,goalkeeper
goat,-,-,goat
god,-,-,god
goddess,-,-,goddess
going,1,noun,going
gold,1,noun,gold
gold,2,adjective,gold
golden,-,-,golden
golf,-,-,golf
good,1,adjective,gwd
good,2,noun,gwd
good,-,-,gwd
goodbye,-,-,gwdbye
good,-,-,gwd
good-looking,-,-,good-looking
good,-,interjection,gwd
goodness,-,-,goodness
good,-,-,gwd
goods,-,-,gwds
goodwill,-,-,goodwill
goose,1,noun,goose
gorgeous,-,-,gorgeöus
gossip,1,noun,gossip
gossip,2,verb,gossip
govern,-,-,guvvern
government,-,-,guvverners
governmental,-,-,governmental
governor,-,-,governor
gown,-,-,gown
grab,1,verb,grab
grace,1,noun,grace
graceful,-,-,graceful
grade,1,noun,grade
grade,2,verb,grade
gradual,-,-,gradual
gradually,-,-,gradually
graduate,1,noun,graduate
graduate,2,verb,graduate
graduation,-,-,graduation
graffiti,-,-,graffiti
grain,-,-,grain
gram,-,-,gram
grammar,-,-,grammar
grammatical,-,-,grammatical
grand,1,adjective,grand
grandad,-,-,grandad
grandchild,-,-,grandchild
granddaughter,-,-,granddaughter
grandfather,-,-,grand-faather
grandma,-,-,grandma
grandmother,-,-,grand-muddher
grandpa,-,-,grandpa
grandparent,-,-,grand-parent
grandson,-,-,grandson
granny,1,noun,granny
grant,1,verb,grant
grant,2,noun,grant
grape,-,-,grape
grapefruit,-,-,grapefruit
graph,-,-,graph
graphic,-,-,graphic
grasp,1,verb,grasp
grasp,2,noun,grasp
grass,1,noun,grass
grateful,-,-,grateful
gratitude,-,-,gratitude
grave,1,noun,grave
grave,2,adjective,grave
gravel,-,-,gravel
graveyard,-,-,graveyard
gravity,-,-,gravity
gravy,-,-,gravy
graze,1,verb,graze
great,1,adjective,grate
greatly,-,-,greatly
greed,-,-,greed
greedy,-,-,greedy
green,1,adjective,green
green,2,noun,green
greenhouse,-,noun,greenhouse
greet,-,-,greet
greeting,-,-,greeting
grey,1,adjective,gray
grey,2,noun,gray
grid,-,-,grid
grief,-,-,greef
grievance,-,-,grievance
grieve,-,-,grieve
grill,1,verb,grill
grill,2,noun,grill
grim,-,-,grim
grin,1,verb,grin
grin,2,noun,grin
grind,1,verb,grînd
grip,1,noun,grip
grip,2,verb,grip
gripping,-,-,gripping
groan,1,verb,groan
grocery,-,-,grocery
groom,1,noun,groom
groom,2,verb,groom
groove,-,-,groove
gross,1,adjective,gross
grotesque,1,adjective,grotesque
ground,1,noun,ground
ground,2,verb,ground
group,1,noun,groop
group,2,verb,groop
grove,-,-,grove
grow,-,-,gro
growl,-,-,growl
grown-up,1,adjective,grown-up
grown-up,2,noun,grown-up
growth,-,-,groath
gruesome,-,-,gruesome
grumble,-,-,grumble
grumpy,-,-,grumpy
grunt,1,verb,grunt
guarantee,1,verb,garrantee
guarantee,2,noun,garrantee
guard,1,noun,guard
guard,2,verb,guard
guardian,-,-,guardian
guerrilla,-,-,_guerrilla_
guess,1,verb,guess
guess,2,noun,guess
guest,1,noun,guest
guidance,-,-,gidance
guide,1,noun,gide
guide,2,verb,gide
guideline,-,-,gide-line
guilt,1,noun,gild
guilty,-,-,guilty
guitar,-,-,gittar
guitarist,-,-,guitarist
gulf,-,-,gulf
gum,1,noun,gum
gun,1,noun,gun
gunman,-,-,gunman
gut,1,noun,gut
gutter,1,noun,gutter
guy,-,-,guy
gym,-,-,jymnasium
gymnastics,-,-,gymnastics
gypsy,-,-,gypsy
habit,-,-,habbit
habitat,-,-,habitat
hack,1,verb,hack
hail,1,verb,hail
hair,-,-,hair
haircut,-,-,haircut
hairdresser,-,-,hairdresser
hairdryer,-,-,hairdryer
hairstyle,-,-,hairstyle
half,1,predeterminer pronoun adjectiv,half
half,2,noun,half
half,3,adverb,half
half-brother,-,half14 hearted adjective half15 sister noun,half-brother
halfway,-,adverb,halfway
hall,-,-,hall
Halloween,-,-,Halloween
hallway,-,-,hallway
halt,1,noun,halt
halt,2,verb,halt
halve,-,-,halve
ham,1,noun,ham
hamburger,-,-,hamburger
hammer,1,noun,hammer
hammer,2,verb,hammer
hamper,1,verb,hamper
hand,1,noun,hand
hand,2,verb,hand
handbag,-,-,handbag
handbook,-,-,handbook
handful,-,-,handful
handicap,1,noun,handicap
handkerchief,-,-,handkerchief
handle,1,verb,handle
handle,2,noun,handle
handlebars,-,-,handlebars
handout,-,-,handout
handsome,-,-,handsome
handy,-,-,handy
hang,1,verb,hang
hang,2,noun,hang
hangover,-,-,hangover
happen,-,-,happen
happily,-,-,happily
happiness,-,-,happiness
happy,-,-,happy
harass,-,-,harass
harassment,-,-,harassment
harbour,1,noun,harbor
hard,1,adjective,hard
hard,2,adverb,hard
harden,-,-,harden
hardly,-,-,hardly
hardship,-,-,hardship
hardware,-,-,hardware
hard-working,-,-,hard-working
harm,1,noun,harm
harm,2,verb,harm
harmful,-,-,harmful
harmless,-,-,harmless
harmony,-,-,harmony
harsh,-,-,harsh
harvest,1,noun,harvest
harvest,2,verb,harvest
haste,-,-,haste
hastily,-,-,hastily
hat,-,-,hat
hatch,1,verb,hatch
hate,1,verb,hate
hate,2,noun,hate
hatred,-,-,hatrèd
haul,1,verb,haul
haunt,1,verb,haunt
haunted,-,-,haunted
have,1,auxiliary verb,have
have,2,verb,have
have,3,verb,have
haven,-,-,haven
hay,-,-,hay
hazard,1,noun,hasard
hazardous,-,-,hazardous
he,1,pronoun,he
head,1,noun,hed
head,2,verb,hed
headache,-,-,hed ake
heading,-,-,heading
headline,1,noun,hedline
headmaster,-,-,headmaster
headphones,-,-,headphones
headquarters,-,-,hed quarters
head,-,noun,hed
heal,-,-,heal
health,-,-,helth
health,-,noun,helth
healthy,-,-,helthy
heap,1,noun,heap
hear,-,-,hear
hearing,-,-,hearing
heart,1,noun,hart
heart,-,noun,hart
heat,1,noun,heat
heat,2,verb,heat
heated,-,-,heated
heater,-,-,heater
heating,-,-,heating
heave,1,verb,heave
heaven,-,-,hevven
heavenly,-,-,heavenly
heavily,-,-,hevvily
heavy,1,adjective,hevvy
hedge,1,noun,hedge
heel,1,noun,heel
hefty,-,-,hefty
height,-,-,hight
heighten,-,-,highten
heir,-,-,heir
helicopter,-,-,helicopter
hell,1,noun,hell
hello,-,noun,hello
helmet,-,-,helmet
help,1,verb,help
help,2,noun,help
helper,-,-,helper
helpful,-,-,helpful
helping,-,-,helping
helpless,-,-,helpless
hemisphere,-,-,hemisphere
hen,-,-,hen
hence,-,-,hence
her,1,determiner,her
her,2,pronoun,her
herald,1,verb,herald
herb,-,-,herb
herd,1,noun,herd
here,-,-,here
hereditary,-,-,hereditary
heritage,1,noun,heritage
hero,-,-,hero
heroic,-,-,heroic
heroine,-,-,heroine
hers,-,-,hers
herself,-,-,herself
hesitate,-,-,hesitate
hesitation,-,-,hesitation
heterosexual,-,-,heterosexual
hey,-,-,hey
hi,-,-,hi
hidden,2,adjective,hidden
hide,1,verb,hide
hierarchical,-,-,hierarchical
hierarchy,-,-,hiërarkhy
high,1,adjective,high
high,2,adverb,high
high,3,noun,high
high-level,-,-,high-level
highlight,1,verb,highlight
highlight,2,noun,highlight
highly,-,-,highly
high,-,noun,high
high-speed,-,-,high-speed
high-tech,-,-,high-tech
highway,-,-,highway
hijack,1,verb,hijack
hike,1,noun,hike
hike,2,verb,hike
hiking,-,-,hiking
hilarious,-,-,hilarious
hill,-,-,hill
hillside,-,-,hillside
hilly,-,-,hilly
him,-,-,him
himself,-,-,himself
hinder,-,-,hinder
hint,1,noun,hint
hint,2,verb,hint
hip,1,noun,hip
hire,1,verb,hire
his,-,pronoun,his
hiss,-,-,hiss
historian,-,-,historian
historic,-,-,historic
historical,-,-,historical
history,-,-,history
hit,1,verb,hit
hit,2,noun,hit
hitchhike,-,-,hitchhike
hitherto,-,-,hitherto
hobby,-,-,hobby
hockey,-,-,hockey
hold,1,verb,hold
hold,2,noun,hold
holder,-,-,holder
hole,1,noun,hole
holiday,1,noun,holliday
hollow,1,adjective,hollo
holy,-,-,holy
home,1,noun,home
home,2,adverb,home
home,3,adjective,home
home,4,verb,home
homeland,-,-,homeland
homeless,-,-,homeless
homeowner,-,-,homeowner
homepage,-,-,homepage
homesick,-,-,homesick
homework,-,-,home work
homicide,-,-,homicide
homogeneous,-,-,homogeneous
homosexual,-,-,homosexual
honest,-,-,onnest
honestly,-,-,honestly
honesty,-,-,onnesty
honey,-,-,honey
honeymoon,1,noun,honeymoon
honorary,-,-,honorary
honour,1,noun,onnor
honour,2,verb,onnor
honourable,-,-,honourable
hood,-,-,hwd
hoof,1,noun,hoof
hook,1,noun,hwck
hook,2,verb,hwck
hooray,-,-,hooray
hop,1,verb,hop
hope,1,verb,hope
hope,2,noun,hope
hopeful,1,adjective,hopeful
hopefully,-,-,hopefully
hopeless,-,-,hopeless
horizon,-,-,horizon
horizontal,1,adjective,horizontal
horn,1,noun,horn
horrendous,-,-,horrendous
horrible,-,-,horrible
horrific,-,-,horrific
horrify,-,-,horrify
horror,-,-,horror
horse,1,noun,horse
hose,1,noun,hose
hospital,-,-,hospital
hospitality,-,-,hospitality
host,1,noun,hoast
host,2,verb,hoast
hostage,-,-,hostage
hostel,-,-,hostel
hostile,-,-,hostile
hostility,-,-,hostility
hot,1,adjective,hot
hotel,-,-,hostel
hour,-,-,óur
house,1,noun,houce
household,1,noun,houce-hold
household,2,adjective,houce-hold
housewife,-,-,housewife
housework,-,-,housework
housing,-,-,housing
hover,-,-,hover
how,-,-,how
however,1,adverb,however
however,2,conjunction,however
howl,1,verb,howl
howl,2,noun,howl
hub,-,-,hub
huddle,1,verb,huddle
hug,1,verb,hug
hug,2,noun,hug
huge,-,-,huge
hugely,-,-,hugely
hum,1,verb,hum
human,1,adjective,human
human,2,noun,human
humanitarian,-,-,humanitarian
humanity,-,-,humanity
human,-,noun,human
humble,1,adjective,humble
humid,-,-,humid
humidity,-,-,humidity
humiliate,-,-,humiliate
humiliation,-,-,humiliation
humorous,-,-,humorous
humour,1,noun,humor
hundred,-,noun,hundred
hunger,1,noun,hunger
hungry,-,-,hungry
hunt,1,verb,hunt
hunt,2,noun,hunt
hunter,-,-,hunter
hunting,-,-,hunting
hurdle,1,noun,hurdle
hurl,-,-,hurl
hurricane,-,-,hurricane
hurry,1,verb,hurry
hurry,2,noun,hurry
hurt,1,verb,hurt
hurt,2,adjective,hurt
hurt,3,noun,hurt
hurtful,-,-,hurtful
husband,1,noun,husband
hut,-,-,hut
hybrid,-,-,hybrid
hydrogen,-,-,hydrogen
hygiene,-,-,hygiene
hygienic,-,-,hygienic
hymn,-,-,hymn
hyphen,-,-,hyphen
hypocrisy,-,-,hypocrisy
hypocritical,-,-,hypocritical
hypothesis,-,-,hypothesis
hypothetical,-,-,hypothetical
hysteria,-,-,hysteria
hysterical,-,-,hysterical
I,1,pronoun,I
ice,1,noun,ice
iceberg,-,-,iceberg
ice,-,noun,ice
icon,-,-,icon
icy,-,-,icy
idea,-,-,eideä
ideal,1,adjective,eideäl
ideal,2,noun,eideäl
idealistic,-,-,idealistic
ideally,-,-,ideally
identical,-,-,identical
identifiable,-,-,identifiable
identification,-,-,identification
identify,-,-,identify
identity,-,-,identity
ideological,-,-,ideölogical
ideology,-,-,ideölogy
idiom,-,-,idiom
idiomatic,-,-,idiomatic
idiot,-,-,iddiot
idle,1,adjective,idle
idol,-,-,idol
i.e.,-,-,i.e.
if,1,conjunction,if
ignorance,-,-,ignorance
ignorant,-,-,ignorant
ignore,-,-,ignore
ill,1,adjective,ill
illegal,1,adjective,illegal
illicit,-,-,illicit
illness,-,-,illness
illuminate,-,-,illuminate
illusion,-,-,illusion
illustrate,-,-,illustrate
illustration,-,-,illustration
image,-,-,image
imagery,-,-,imagery
imaginary,-,-,imaginary
imagination,-,-,imagination
imaginative,-,-,imaginative
imagine,-,-,imadgine
imbalance,-,-,imbalance
imitate,-,-,imitate
imitation,-,-,imitation
immaculate,-,-,immaculate
immature,-,-,immature
immediate,-,-,immediate
immediately,1,adverb,immediately
immense,-,-,immense
immensely,-,-,immensely
immigrant,-,-,immigrant
immigrate,-,-,immigrate
immigration,-,-,immigration
imminent,-,-,imminent
immune,-,-,immune
immunity,-,-,immunity
impact,1,noun,impact
impair,-,-,impair
impartial,-,-,impartial
impatient,-,-,impatient
imperfect,1,adjective,imperfect
impetus,-,-,impetus
implement,1,verb,implement
implicate,-,-,implicate
implication,-,-,implication
implicit,-,-,implicit
imply,-,-,imply
import,1,noun,import
import,2,verb,import
importance,-,-,importance
important,-,-,important
importantly,-,-,importantly
importer,-,-,importer
impose,-,-,impose
imposition,-,-,imposition
impossible,1,adjective,impossible
impress,-,-,impress
impression,-,-,impression
impressive,-,-,impressive
imprison,-,-,imprison
imprisonment,-,-,imprisonment
improve,-,-,improove
improved,-,-,improved
improvement,-,-,improoval
impulse,-,-,impulse
impulsive,-,-,impulsive
in,1,preposition,in
in,2,adverb,in
inability,-,-,inability
inaccurate,-,-,inaccurate
inadequate,-,-,inadequate
inappropriate,-,-,inappropriate
inbox,-,-,inbox
incapable,-,-,incapable
incentive,-,-,incentive
inch,1,noun,inch
incident,-,-,incident
incidentally,-,-,incidentally
inclination,-,-,inclination
inclined,-,-,inclined
include,-,-,include
including,-,-,including
inclusion,-,-,inclusion
inclusive,-,-,inclusive
income,-,-,incum
incompatible,-,-,incompatible
incomplete,1,adjective,incomplete
incomprehensible,-,-,incomprehensible
inconsiderate,-,-,inconsiderate
inconsistent,-,-,inconsistent
inconvenient,-,-,inconvenient
incorporate,-,-,incorporate
incorrect,-,-,incorrect
increase,1,verb,increase
increase,2,noun,increase
increasingly,-,-,increasingly
incredible,-,-,incredible
incredibly,-,-,incredibly
incur,-,-,incur
indecisive,-,-,indecisive
indeed,-,-,indeed
indefinite,-,-,indefinite
indefinitely,-,-,indefinitely
independence,-,-,independence
independent,-,-,independent
index,1,noun,index
indicate,-,-,indicate
indication,-,-,indication
indicative,1,adjective,indicative
indicator,-,-,indicator
indict,-,-,indict
indictment,-,-,indiction
indifference,-,-,indifference
indifferent,-,-,indifferent
indirect,-,-,indirect
indispensable,-,-,indispensable
indistinguishable,-,-,indistinguishable
individual,1,adjective,individual
individual,2,noun,individual
individuality,-,-,individuality
individually,-,-,individually
indoor,-,-,indore
indoors,-,-,indores
induce,-,-,induce
indulge,-,-,indulge
industrial,-,-,industrial
industrialist,-,-,industrialist
industrialized,-,-,industrialized
industry,-,-,industry
ineffective,-,-,ineffective
inefficient,-,-,inefficient
inequality,-,-,inequality
inevitable,-,-,inevitable
inevitably,-,-,inevitably
inexpensive,-,-,inexpensive
inexperienced,-,-,inexperienced
infamous,-,-,infamous
infant,1,noun,infant
infect,-,-,infect
infection,-,-,infection
infectious,-,-,infectious
infer,-,-,infer
inference,-,-,inference
inferior,1,adjective,inferior
infinite,-,-,infinite
infinitely,-,-,infinitely
infinitive,-,-,infinitive
inflation,-,-,inflation
inflict,-,-,inflict
influence,1,noun,influence
influence,2,verb,influence
influential,-,-,influëntial
inform,-,-,inform
informal,-,-,informal
informant,-,-,informant
information,-,-,information
informative,-,-,informative
informed,-,-,informed
infrastructure,-,-,infrastructure
infringe,-,-,infringe
ingenious,-,-,ingenious
ingredient,-,-,ingredient
inhabit,-,-,inhabit
inhabitant,-,-,inhabitant
inherent,-,-,inherent
inherit,-,-,inherit
inheritance,-,-,inheritance
inhibit,-,-,inhibit
inhibition,-,-,inhibition
initial,1,adjective,initial
initial,2,noun,initial
initially,-,-,initially
initiate,1,verb,initiate
initiative,-,-,initiative
inject,-,-,inject
injection,-,-,injection
injure,-,-,injure
injured,-,-,injured
injury,-,-,injury
injustice,-,-,injustice
ink,1,noun,ink
inmate,-,-,inmate
inn,-,-,inn
innate,-,-,innate
inner,-,-,inner
innocence,-,-,innocence
innocent,1,adjective,innocent
innovation,-,-,innovation
innovative,-,-,innovative
input,1,noun,input
input,2,verb,input
inquire,-,-,inquire
inquiry,-,-,inquiry
insane,-,-,insane
inscription,-,-,inscription
insect,-,-,insect
insecure,-,-,insecure
insert,1,verb,insert
inside,1,adverb preposition,inside
inside,2,noun,inside
inside,3,adjective,inside
insight,-,-,insight
insignificant,-,-,insignificant
insincere,-,-,insincere
insist,-,-,insist
inspect,-,-,inspect
inspection,-,-,inspection
inspector,-,-,inspector
inspiration,-,-,inspiration
inspire,-,-,inspire
install,-,-,install
installation,-,-,installation
instance,1,noun,instance
instant,1,adjective,instant
instant,2,noun,instant
instantly,-,-,instantly
instead,-,-,insted
instinct,-,-,instinct
instinctive,-,-,instinctive
institute,1,noun,institute
institution,-,-,institution
institutional,-,-,institutional
instruct,-,-,instruct
instruction,-,-,instruction
instructor,-,-,instructor
instrument,-,-,instrument
insufficient,-,-,insufficient
insult,1,verb,insult
insult,2,noun,insult
insulting,-,-,insulting
insurance,-,-,insurance
insure,-,-,insure
intact,-,-,intact
integral,-,-,integral
integrate,-,-,integrate
integration,-,-,integration
integrity,-,-,integrity
intellect,-,-,intellect
intellectual,1,adjective,intellectual
intellectual,2,noun,intellectual
intelligence,-,-,intelligence
intelligent,-,-,intelligent
intend,-,-,intend
intense,-,-,intense
intensify,-,-,intensify
intensity,-,-,intensity
intensive,-,-,intensive
intent,1,adjective,intent
intent,2,noun,intent
intention,-,-,intention
intentional,-,-,intentional
interact,-,-,interact
interaction,-,-,interaction
interactive,-,-,interactive
intercept,-,-,intercept
interest,1,noun,interest
interest,2,verb,interest
interested,-,-,interested
interesting,-,-,interesting
