# word,quad,pos,reformed
# Reformed by script using Examples/oxford.yaml and Examples/non-oxford.yaml

word,quad,pos,reformed
rough,1,adjective,ruff
roughly,-,-,roughly
round,1,adverb preposition,round
round,2,adjective,round
round,3,noun,round
round,4,verb,round
route,1,noun,roote
routine,1,noun,wont
routine,2,adjective,wont
routinely,-,-,routinely
row,1,noun,[ro, row]
row,2,verb,[ro, row]
royal,1,adjective,regal
rub,1,verb,rub
rubber,-,-,rubber
rubbish,1,noun,rubbish
rucksack,-,-,rucksack
rude,-,-,rude
rug,-,-,rug
rugby,-,-,rugby
rugged,-,-,rugged
ruin,1,verb,ruïn
ruin,2,noun,ruïn
rule,1,noun,rule
rule,2,verb,rule
ruler,-,-,ruler
ruling,1,noun,ruling
rumour,-,-,rumor
run,1,verb,run
run,2,noun,run
runner,-,-,runner
running,1,noun,running
runway,-,-,runway
rural,-,-,rural
rush,1,verb,rush
rush,2,noun,rush
rush,-,noun,rush
rust,1,noun,rust
rusty,-,-,rusty
ruthless,-,-,ruthless
sack,1,noun,sack
sacred,-,-,sacrèd
sacrifice,1,noun,sacrifice
sacrifice,2,verb,sacrifice
sad,-,-,sad
saddle,1,noun,saddle
sadly,-,-,sadly
sadness,-,-,sadness
safe,1,adjective,safe
safe,2,noun,safe
safeguard,1,verb,safeguard
safeguard,2,noun,safeguard
safely,-,-,safely
safety,-,-,safeness
sail,1,verb,sail
sail,2,noun,sail
sailor,-,-,sailor
saint,-,-,saint
sake,1,noun,sake
salad,-,-,sallad
salary,-,-,salary
sale,-,-,sale
salesman,-,-,salesman
salesperson,-,-,salesperson
salmon,-,-,salmon
salon,-,-,salon
salt,1,noun,salt
salty,-,-,salty
same,1,adjective,same
same,2,pronoun,same
same,3,adverb,same
sample,1,noun,sample
sample,2,verb,sample
sanction,1,noun,sanction
sanction,2,verb,sanction
sanctuary,-,-,sanctuary
sand,1,noun,sand
sandal,-,-,sandal
sandwich,1,noun,sandwich
sane,-,-,sane
sarcasm,-,-,sarcasm
sarcastic,-,-,sarcastic
satellite,-,-,satellite
satire,-,-,satire
satisfaction,-,-,satisfaction
satisfactory,-,-,satisfactory
satisfied,-,-,satisfied
satisfy,-,-,satisfy
satisfying,-,-,satisfying
Saturday,-,-,Satturday
sauce,-,-,sauce
saucepan,-,-,saucepan
saucer,-,-,saucer
sausage,-,-,sausage
savage,1,adjective,savage
save,1,verb,save
saving,-,-,saving
saw,2,noun,saw
saw,3,verb,saw
say,1,verb,say
say,2,noun,say
saying,-,-,saying
scale,1,noun,scale
scan,1,verb,scan
scan,2,noun,scan
scandal,-,-,scandal
scanner,-,-,scanner
scar,1,noun,scar
scarce,1,adjective,scarce
scarcely,-,-,scarcely
scare,1,verb,scare
scare,2,noun,scare
scared,-,-,scared
scarf,1,noun,scarf
scarlet,-,-,scarlet
scary,-,-,scary
scatter,-,-,scatter
scenario,-,-,scene
scene,-,-,scene
scenery,-,-,scenery
scent,1,noun,scent
sceptical,-,-,skeptical
scepticism,-,-,scepticism
schedule,1,noun,skhedule
schedule,2,verb,skhedule
scheme,1,noun,skhema
scholar,-,-,skhollar
scholarship,-,-,skhollarship
school,1,noun,skhool
science,-,-,sciënce
science,-,noun,sciënce
scientific,-,-,sciëntific
scientist,-,-,sciëntist
scissors,-,-,scissors
scoop,1,noun,scoop
scoop,2,verb,scoop
scooter,-,-,scooter
scope,1,noun,scope
scorch,1,verb,scorch
score,1,noun,score
score,2,verb,score
scout,1,noun,scout
scowl,1,verb,scowl
scramble,1,verb,scramble
scrap,1,noun,scrap
scrape,1,verb,scrape
scratch,1,verb,scratch
scratch,2,noun,scratch
scrawl,1,verb,scrawl
scream,1,verb,scream
scream,2,noun,scream
screech,-,-,screech
screen,1,noun,screen
screen,2,verb,screen
screw,1,noun,screw
screw,2,verb,screw
scribble,1,verb,scribble
script,-,-,script
scrub,1,verb,scrub
scrutiny,-,-,scrutiny
sculpture,-,-,sculpture
sea,-,-,sea
seafood,-,-,seafood
seal,1,noun,seal
seal,2,verb,seal
search,1,noun,serch
search,2,verb,serch
search,-,noun,serch
season,1,noun,season
seat,1,noun,seat
seat,2,verb,seat
seat,-,noun,seat
second,1,number,secund
second,2,noun,secund
second,3,adverb,secund
secondary,-,-,secondary
second-hand,-,-,second-hand
secondly,-,-,secondly
secrecy,-,-,secrecy
secret,1,adjective,secret
secret,2,noun,secret
secretary,-,-,secretary
secretly,-,-,secretly
sect,-,-,sect
section,1,noun,section
sector,-,-,sector
secular,-,-,secular
secure,1,verb,secure
secure,2,adjective,secure
security,-,-,security
seduce,-,-,seduce
see,1,verb,see
seed,1,noun,seed
seek,-,-,seek
seem,-,-,seem
seemingly,-,-,seemingly
segment,1,noun,segment
segregated,-,-,segregated
segregation,-,-,segregation
seize,-,-,seze
seizure,-,-,seizure
seldom,-,-,seldom
select,1,verb,select
select,2,adjective,select
selection,-,-,selection
selective,-,-,selective
self,-,-,self
selfish,-,-,selfish
sell,1,verb,sell
seller,-,-,seller
semantic,-,-,semantic
semester,-,-,semester
semicolon,-,-,semicolon
seminar,-,-,seminar
senate,-,-,senate
senator,-,-,senator
send,-,-,send
senior,1,adjective,senior
senior,2,noun,senior
senior,-,noun,senior
sensation,-,-,sensation
sensational,-,-,sensational
sense,1,noun,sense
sense,2,verb,sense
sensible,-,-,sensible
sensitive,-,-,sensitive
sensitivity,-,-,sensitivity
sensor,-,-,sensor
sentence,1,noun,sentence
sentence,2,verb,sentence
sentiment,-,-,sentiment
sentimental,-,-,sentimental
separate,1,adjective,separate
separate,2,verb,separate
separation,-,-,separation
September,-,-,September
sequel,-,-,sequel
sequence,-,-,sequence
sergeant,-,-,sergeant
series,-,-,series
serious,-,-,serious
seriously,-,-,seriously
sermon,-,-,sermon
servant,-,-,servant
serve,1,verb,serve
server,-,-,server
service,1,noun,service
service,2,verb,service
session,-,-,session
set,1,verb,set
set,2,noun,set
set,3,adjective,set
setback,-,-,setback
setting,-,-,setting
settle,-,-,settle
settlement,-,-,settlement
settler,-,-,settler
set-up,-,-,set-up
seven,-,-,sevven
seventeen,-,-,sevventeen
seventh,1,adjective,seventh
seventy,-,-,sevventy
sever,-,-,sever
several,1,determiner pronoun,several
severe,-,-,severe
severely,-,-,severely
sew,-,-,sew
sewing,-,-,sewing
sex,1,noun,sex
sexism,-,-,sexism
sexual,-,-,sexual
sexuality,-,-,sexuality
sexy,-,-,sexy
shabby,-,-,shabby
shade,1,noun,shade
shadow,1,noun,shadow
shake,1,verb,shake
shake,2,noun,shake
shaky,-,-,shaky
shall,-,verb,shall
shallow,-,-,shallow
shame,1,noun,shame
shampoo,1,noun,shampoo
shape,1,noun,shape
shape,2,verb,shape
share,1,verb,share
share,2,noun,share
shareholder,-,-,share-holder
shark,-,-,shark
sharp,1,adjective,sharp
sharpen,-,-,sharpen
sharply,-,-,sharply
shatter,-,-,shatter
shave,1,verb,shave
she,1,pronoun,she
shed,1,noun,shed
shed,2,verb,shed
sheep,-,-,sheep
sheer,1,adjective,sheer
sheet,-,-,sheet
shelf,-,-,shelf
shell,1,noun,shell
shell,2,verb,shell
shelter,1,noun,shelter
shelter,2,verb,shelter
sheriff,-,-,sheriff
shield,1,noun,shield
shield,2,verb,shield
shift,1,verb,shift
shift,2,noun,shift
shine,1,verb,shine
shiny,-,-,shiny
ship,1,noun,ship
ship,2,verb,ship
shipment,-,-,shipment
shirt,-,-,shirt
shiver,1,verb,shiver
shock,1,noun,shock
shock,2,verb,shock
shocked,-,-,shocked
shocking,-,-,shocking
shoe,1,noun,shoo
shoot,1,verb,shoot
shooting,-,-,shooting
shop,1,noun,shop
shop,2,verb,shop
shop,-,noun,shop
shoplifting,-,-,shoplifting
shopper,-,-,shopper
shopping,-,-,shopping
shopping,-,noun,shopping
shore,1,noun,shore
short,1,adjective,short
short,2,noun,short
short,3,adverb,short
shortage,-,-,shortness
shortcoming,-,-,shortcoming
short,-,noun,short
shorten,-,-,shorten
shortfall,-,-,shortfall
short-lived,-,-,short-lived
shortly,-,-,shortly
short-term,-,-,short-term
shot,1,noun,shot
should,-,verb,should
shoulder,1,noun,shoulder
shout,1,verb,shout
shout,2,noun,shout
shove,1,verb,shove
shovel,1,noun,shovel
shovel,2,verb,shovel
show,1,verb,sho
show,2,noun,sho
shower,1,noun,shower
shrewd,-,-,shrewd
shriek,1,verb,shriek
shrimp,-,-,shrimp
shrink,1,verb,shrink
shrub,-,-,shrub
shrug,1,verb,shrug
shudder,1,verb,shudder
shuffle,1,verb,shuffle
shut,1,verb,shut
shut,2,adjective,shut
shutdown,-,-,shutdown
shuttle,1,noun,shuttle
shy,1,adjective,shy
sibling,-,-,sibling
sick,1,adjective,sick
sickness,-,-,sickness
side,1,noun,side
side,2,adjective,side
side,-,noun,side
sidewalk,-,-,sidewalk
sideways,-,-,sideways
siege,-,-,siege
sigh,1,verb,sigh
sigh,2,noun,sigh
sight,1,noun,sight
sightseeing,-,-,sightseeing
sign,1,noun,sign
sign,2,verb,sign
signal,1,noun,signal
signal,2,verb,signal
signature,-,-,signature
significance,-,-,significance
significant,-,-,significant
significantly,-,-,significantly
signify,-,-,signify
silence,1,noun,silence
silence,2,verb,silence
silent,-,-,silent
silk,-,-,silk
silly,1,adjective,silly
silver,1,noun,silver
silver,2,adjective,silver
similar,-,-,similar
similarity,-,-,similarity
similarly,-,-,similarly
simile,-,-,simile
simple,-,-,simple
simplicity,-,-,simplicity
simplify,-,-,simplify
simplistic,-,-,simplistic
simply,-,-,simply
simulate,-,-,simulate
simulated,-,-,simulated
simulation,-,-,simulation
simultaneous,-,-,simultaneous
sin,1,noun,sin
since,-,conjunction adverb,since
sincere,-,-,sincere
sincerely,-,-,sincerely
sing,-,-,sing
singer,-,-,singer
single,1,adjective,single
single,2,noun,single
singular,1,adjective,singular
singular,2,noun,singular
sinister,-,-,sinister
sink,1,verb,sink
sink,2,noun,sink
sip,1,verb,sip
sir,-,-,sir
sister,-,-,sister
sister-in-law,-,-,sister-in-law
sit,-,-,sit
site,1,noun,site
site,2,verb,site
situated,-,-,situated
situation,-,-,situation
six,-,-,six
sixteen,-,-,sixteen
sixth,1,adjective,sixth
sixty,-,-,sixty
size,1,noun,size
skate,1,noun,skate
skate,2,verb,skate
skateboard,-,-,skateboard
skating,-,-,skating
skeleton,-,-,skeleton
sketch,1,noun,sketch
sketch,2,verb,sketch
ski,1,noun,skee
ski,2,verb,skee
skiing,-,-,skeeïng
skilful,-,-,skilful
skill,-,-,skill
skilled,-,-,skilled
skin,1,noun,skin
skinny,-,-,skinny
skip,1,verb,skip
skirt,1,noun,skirt
skull,-,-,skull
sky,-,-,sky
slab,-,-,slab
slam,1,verb,slam
slap,1,verb,slap
slash,1,verb,slash
slash,2,noun,slash
slaughter,1,verb,slaughter
slaughter,2,noun,slaughter
slave,1,noun,slave
slavery,-,-,slavery
sleep,1,verb,sleep
sleep,2,noun,sleep
sleepy,-,-,sleepy
sleeve,-,-,sleeve
slender,-,-,slender
slice,1,noun,slice
slice,2,verb,slice
slide,1,verb,slide
slide,2,noun,slide
slight,1,adjective,slight
slightly,-,-,slightly
slim,1,adjective,slim
slip,1,verb,slip
slip,2,noun,slip
slippery,-,-,slippery
slogan,-,-,slogan
slope,1,noun,slope
slot,1,noun,slot
slow,1,adjective,slo
slow,2,verb,slo
slowly,-,-,slowly
slum,1,noun,slum
slump,1,verb,slump
slump,2,noun,slump
small,1,adjective,small
smart,1,adjective,smart
smash,1,verb,smash
smell,1,noun,smell
smell,2,verb,smell
smile,1,verb,smile
smile,2,noun,smile
smog,-,-,smog
smoke,1,noun,smoke
smoke,2,verb,smoke
smoker,-,-,smoker
smoking,-,-,smoking
smooth,1,adjective,smooth
smooth,2,verb,smooth
smoothly,-,-,smoothly
smuggle,-,-,smuggle
snack,1,noun,snack
snail,-,-,snail
snake,1,noun,snake
snap,1,verb,snap
snatch,1,verb,snatch
sneak,1,verb,sneak
sneaker,-,-,sneaker
sneaky,-,-,sneaky
sneeze,1,verb,sneeze
sniff,1,verb,sniff
snob,-,-,snob
snore,-,-,snore
snort,1,verb,snort
snow,1,noun,sno
snow,2,verb,sno
snowman,-,-,snowman
snowstorm,-,-,snowstorm
snowy,-,-,snowy
so,1,adverb,so
so,2,conjunction,so
soak,1,verb,soak
soap,1,noun,soap
soap,-,noun,soap
soar,-,-,soar
sob,-,-,sob
sober,1,adjective,sober
so-called,-,-,so-called
soccer,-,-,soccer
social,1,adjective,social
socialism,-,-,socialism
socialist,1,adjective,socialist
socially,-,-,socially
social,-,noun,social
society,-,-,society
sociology,-,-,sociology
sock,1,noun,sock
socket,-,-,socket
soda,-,-,soda
sofa,-,-,sofa
soft,-,-,soft
soft,-,noun,soft
soften,-,-,soften
software,-,-,software
soil,1,noun,soil
solar,-,-,solar
solar,-,noun,solar
soldier,1,noun sold,soldier
out,-,sole 1,out
adjective,-,2,adjective
noun,-,-,noun
solely,-,-,solely
solemn,-,-,solemn
solicitor,-,-,solicitor
solid,1,adjective,solid
solid,2,noun,solid
solidarity,-,-,solidarity
solitary,1,adjective,solitary
solo,1,noun,solo
solution,-,-,solution
solve,-,-,solve
some,1,determiner,some
some,2,pronoun,some
some,3,adverb,some
somebody,1,pronoun,somebody
someday,-,-,someday
somehow,-,-,somehow
someone,1,pronoun,someone
something,-,-,something
sometime,1,adverb,sometime
sometimes,-,-,sometimes
somewhat,-,-,somewhat
somewhere,-,-,somewhere
son,-,-,son
song,-,-,song
songwriter,-,-,songwriter
son-in-law,-,-,son-in-law
soon,-,-,soon
soothe,-,-,soothe
sophisticated,-,-,sophisticated
soppy,-,-,soppy
sore,1,adjective,sore
sorrow,1,noun,sorrow
sorry,-,-,sorry
sort,1,noun,sort
sort,2,verb,sort
so-so,-,adverb,so-so
soul,-,-,soal
sound,1,noun,sound
sound,2,verb,sound
sound,3,adjective,sound
soup,1,noun,soop
sour,1,adjective,sour
source,1,noun,sôrce
south,1,noun,south
south,2,adjective,south
south,3,adverb,south
southeast,1,noun,southeast
southeast,2,adjective,southeast
southern,-,-,suddhern
southwest,1,noun,southwest
southwest,2,adjective,southwest
souvenir,-,-,souvenir
sovereign,1,noun,sovereign
sovereign,2,adjective,sovereign
sow,1,verb,sow
spa,-,-,spa
space,1,noun,space
space,2,verb,space
spacious,-,-,spacious
spade,-,-,spade
spaghetti,-,-,spaghetti
spare,1,adjective,spare
spare,2,verb,spare
spark,1,noun,spark
spark,2,verb,spark
sparkle,1,verb,sparkle
speak,-,-,speak
speaker,-,-,speaker
special,1,adjective,special
specialist,-,-,specialist
speciality,-,-,speciality
specialize,-,-,specialize
specialized,-,-,specialized
specially,-,-,specially
special,-,noun,special
species,-,-,species
specific,1,adjective,specific
specifically,-,-,specifically
specification,-,-,specification
specify,-,-,specify
specimen,-,-,specimen
spectacle,-,-,spectacle
spectacular,1,adjective,spectacular
spectator,-,-,spectator
spectrum,-,-,spectrum
speculate,-,-,speculate
speculation,-,-,speculation
speech,-,-,speech
speed,1,noun,speed
speed,2,verb,speed
spell,1,verb,spell
spell,2,noun,spell
spelling,-,-,spelling
spend,1,verb,spend
spending,-,-,spending
sphere,-,-,sphere
spice,1,noun,spice
spicy,-,-,spicy
spider,-,-,spider
spike,1,noun,spike
spill,1,verb,spill
spin,1,verb,spin
spine,-,-,spine
spiral,1,noun,spiral
spirit,1,noun,spirit
spiritual,1,adjective,spiritual
spit,1,verb,spit
spite,1,noun,spite
splash,1,verb,splash
splash,2,noun,splash
splendid,-,-,splendid
split,1,verb,split
split,2,noun,split
spoil,1,verb,spoil
spoken,2,adjective,spoken
spokesman,-,-,spokesman
spokesperson,-,-,spokesperson
spokeswoman,-,-,spokeswoman
sponge,1,noun,sponge
sponsor,1,noun,sponsor
sponsor,2,verb,sponsor
sponsorship,-,-,sponsorship
spontaneous,-,-,spontaneous
spoon,1,noun,spoon
sport,1,noun,sport
sports,-,noun,sports
sports,-,noun,sports
spot,1,noun,spot
spot,2,verb,spot
spotlight,1,noun,spotlight
spouse,-,-,spouse
sprain,-,-,sprain
sprawl,1,verb,sprawl
spray,1,verb,spray
spray,2,noun,spray
spread,1,verb,spred
spread,2,noun,spred
spreadsheet,-,-,spreadsheet
spring,1,noun,spring
spring,2,verb,spring
sprinkle,1,verb,sprinkle
spy,1,noun,spy
spy,2,verb,spy
squad,-,-,squad
square,1,adjective,square
square,2,noun,square
squash,1,verb,squash
squash,2,noun,squash
squat,1,verb,squat
squeak,1,verb,squeak
squeal,1,verb,squeal
squeeze,1,verb,squeeze
squirrel,1,noun,squirrel
stab,1,verb,stab
stability,-,-,stability
stabilize,-,-,stabilize
stable,1,adjective,stable
stable,2,noun,stable
stack,1,noun,stack
stack,2,verb,stack
stadium,-,-,stadium
staff,1,noun,staff
stage,1,noun,stage
stage,2,verb,stage
stagger,1,verb,stagger
stain,1,verb,stain
stain,2,noun,stain
stair,-,-,stair
staircase,-,-,staircase
stake,1,noun,stake
stale,-,-,stale
stall,1,noun,stall
stamina,-,-,stamina
stamp,1,noun,stamp
stamp,2,verb,stamp
stance,-,-,stance
stand,1,verb,stand
stand,2,noun,stand
standard,1,noun,standard
standard,2,adjective,standard
standardize,-,-,standardize
standard,-,living noun,standard
standpoint,-,-,standpoint
staple,1,noun,staple
star,1,noun,star
star,2,verb,star
stare,1,verb,stare
stare,2,noun,stare
start,1,verb,start
start,2,noun,start
starter,-,-,starter
startle,-,-,startle
starve,-,-,starve
state,1,noun,state
state,2,verb,state
statement,1,noun,statement
statesman,-,-,statesman
static,1,adjective,static
station,1,noun,station
stationary,-,-,stationary
statistic,-,-,statistic
statistical,-,-,statistical
statue,-,-,statue
status,-,-,status
statute,-,-,statute
statutory,-,-,statutory
stay,1,verb,stay
stay,2,noun,stay
steadily,-,-,steadily
steady,1,adjective,steddy
steak,-,-,steak
steal,1,verb,steal
steam,1,noun,steam
steam,2,verb,steam
steel,1,noun,steel
steep,1,adjective,steep
steer,1,verb,steer
steering,-,noun,steering
stem,1,noun,stem
step,1,noun,step
step,2,verb,step
stepfather,-,-,stepfather
stepmother,-,-,stepmother
stereotype,1,noun,stereotype
stern,1,adjective,stern
stew,1,noun,stew
stick,1,verb,stick
stick,2,noun,stick
sticker,-,-,sticker
sticky,-,-,sticky
stiff,1,adjective,stiff
stigma,-,-,stigma
still,1,adverb,still
still,2,adjective,still
stimulate,-,-,stimulate
stimulating,-,-,stimulating
stimulus,-,-,stimulus
sting,1,verb,sting
sting,2,noun,sting
stink,1,verb,stink
stipulate,-,-,stipulate
stir,1,verb,stir
stitch,1,noun,stitch
stock,1,noun,stock
stock,2,verb,stock
stock,-,noun,stock
stolen,2,adjective,stolen
stomach,1,noun,stomakh
stomachache,-,-,stomachache
stone,1,noun,stone
stool,-,-,stool
stop,1,verb,stop
stop,2,noun,stop
storage,-,-,storage
store,1,noun,store
store,2,verb,store
storey,-,-,storey
storm,1,noun,storm
storm,2,verb,storm
stormy,-,-,stormy
story,-,-,story
story,-,noun,story
stove,1,noun,stove
straight,1,adverb,straight
straight,2,adjective,straight
straighten,-,-,straighten
straightforward,-,-,straight-forward
strain,1,noun,strain
strain,2,verb,strain
strait,-,-,strait
strand,-,-,strand
strange,1,adjective,strange
strangely,-,-,strangely
stranger,-,-,stranger
strap,1,noun,strap
strategic,-,-,strategic
strategy,-,-,strategy
straw,-,-,straw
strawberry,-,-,strawberry
stray,1,verb,stray
stray,2,adjective,stray
streak,1,noun,streak
stream,1,noun,stream
stream,2,verb,stream
street,1,noun,street
strength,-,-,strength
strengthen,-,-,strengthen
stress,1,noun,stress
stress,2,verb,stress
stressful,-,-,stressful
stretch,1,verb,stretch
stretch,2,noun,stretch
strict,-,-,strict
strictly,-,-,strictly
stride,1,noun,stride
stride,2,verb,stride
strike,1,verb,strike
strike,2,noun,strike
striking,-,-,striking
string,1,noun,string
strip,1,noun,strip
strip,2,verb,strip
stripe,-,-,stripe
striped,-,-,striped
strive,-,-,strive
stroke,1,noun,stroke
stroke,2,verb,stroke
stroll,-,-,stroll
strong,-,-,strong
strongly,-,-,strongly
structural,-,-,structural
structure,1,noun,structure
structure,2,verb,structure
struggle,1,verb,struggle
struggle,2,noun,struggle
stubborn,-,-,stubborn
stuck,2,adjective,stuck
student,-,-,student
studio,-,-,studio
study,1,noun,studdy
study,2,verb,studdy
stuff,1,noun,stuff
stuff,2,verb,stuff
stuffed,-,-,stuffed
stumble,-,-,stumble
stunned,-,-,stunned
stunning,-,-,stunning
stupid,1,adjective,stupid
sturdy,-,-,sturdy
style,1,noun,style
stylish,-,-,stylish
subject,1,noun,subject
subject,2,adjective,subject
subject,3,verb,subject
subjective,-,-,subjective
sublime,1,adjective,sublime
submarine,1,noun,submarine
submission,-,-,submission
submit,-,-,submit
subordinate,1,adjective,subordinate
subordinate,2,noun,subordinate
subscribe,-,-,subscribe
subscription,-,-,subscription
subsection,-,-,subsection
subsequent,-,-,subsequent
subsequently,-,-,subsequently
subside,-,-,subside
subsidiary,1,noun,subsidiary
subsidiary,2,adjective,subsidiary
subsidize,-,-,subsidize
subsidy,-,-,subsidy
substance,-,-,substance
substantial,-,-,substantial
substantially,-,-,substantially
substantive,1,adjective,substantive
substitute,1,noun,substitute
substitute,2,verb,substitute
subtitle,-,-,subtitle
subtle,-,-,subtle
suburb,-,-,suburb
subway,-,-,subway
succeed,-,-,succede
success,-,-,success
successful,-,-,successful
succession,-,-,succession
successive,-,-,successive
successor,-,-,successor
such,-,predeterminer prono,such
suck,1,verb,suck
sudden,-,-,sudden
suddenly,-,-,suddenly
sue,-,-,sue
suffer,-,-,suffer
suffering,-,-,suffering
suffice,-,-,suffice
sufficient,-,-,sufficient
sugar,1,noun,sugar
suggest,-,-,suggest
suggestion,-,-,suggestion
suicide,-,-,suïcide
suit,1,noun,sute
suit,2,verb,sute
suitable,-,-,sutable
suitably,-,-,suitably
suitcase,-,-,suitcase
suite,-,-,suite
sum,1,noun,sum
sum,2,verb,sum
summarize,-,-,summarize
summary,1,noun,summary
summer,1,noun,summer
summit,-,-,summit
summon,-,-,summon
sun,1,noun,sun
Sunday,-,-,Sunday
sunglasses,-,-,sunglasses
sunlight,-,-,sunlight
sunny,-,-,sunny
sunrise,-,-,sunrise
sunset,-,-,sunset
sunshine,-,-,sunshine
suntan,-,-,suntan
super,1,adjective,super
superb,-,-,superb
superficial,-,-,superficial
superior,1,adjective,superior
superior,2,noun,superior
superiority,-,-,superiority
supermarket,-,-,supermarket
superstition,-,-,superstition
superstitious,-,-,superstitious
superstore,-,-,superstore
supervise,-,-,supervise
supervision,-,-,supervision
supervisor,-,-,supervisor
supper,-,-,supper
supplement,1,noun,supplement
supplement,2,verb,supplement
supplementary,-,-,supplementary
supply,1,noun,supply
supply,2,verb,supply
support,1,verb,support
support,2,noun,support
supporter,-,-,supporter
supportive,-,-,supportive
suppose,-,-,suppose
supposed,-,-,supposed
supposedly,-,-,supposedly
suppress,-,-,suppress
supreme,-,-,supreme
supremely,-,-,supremely
sure,1,adjective,sure
sure,2,adverb,sure
surely,-,-,surely
surf,1,verb,surf
surface,1,noun,surface
surfing,-,-,surfing
surge,1,verb,surge
surge,2,noun,surge
surgeon,-,-,surgeon
surgery,-,-,surgery
surgical,-,-,surgical
surname,-,-,surname
surpass,-,-,surpass
surplus,1,noun,surplus
surplus,2,adjective,surplus
surprise,1,noun,surprise
surprise,2,verb,surprise
surprised,-,-,surprised
surprising,-,-,surprising
surprisingly,-,-,surprisingly
surrender,1,verb,surrender
surrender,2,noun,surrender
surround,1,verb,surround
surrounding,-,-,surrounding
surroundings,-,-,surroundings
survey,1,noun,survey
survey,2,verb,survey
survival,-,-,survival
survive,-,-,survive
survivor,-,-,survivor
susceptible,-,-,susceptible
suspect,1,verb,suspect
suspect,2,noun,suspect
suspend,-,-,suspend
suspension,-,-,suspension
suspicion,-,-,suspicion
suspicious,-,-,suspicious
sustain,-,-,sustain
sustainable,-,-,sustinible
swallow,1,verb,swallo
swamp,1,noun,swamp
swap,1,verb,swap
sway,1,verb,sway
swear,-,-,swear
swear,-,noun,swear
sweat,1,verb,sweat
sweat,2,noun,sweat
sweater,-,-,swetter
sweatshirt,-,-,sweatshirt
sweep,1,verb,sweep
sweeping,-,-,sweeping
sweet,1,adjective,sweet
sweet,2,noun,sweet
sweetheart,-,-,sweetheart
swell,1,verb,swell
swift,1,adjective,swift
swim,1,verb,swim
swim,2,noun,swim
swimming,-,-,swimming
swimming,-,noun,swimming
swimming,-,noun,swimming
swimming,-,noun,swimming
swimsuit,-,-,swimsuit
swing,1,verb,swing
swing,2,noun,swing
swirl,1,verb,swirl
switch,1,verb,switch
switch,2,noun,switch
sword,-,-,sword
syllable,-,-,syllable
symbol,-,-,symbol
symbolic,-,-,symbolic
symbolism,-,-,symbolism
symbolize,-,-,symbolize
symmetrical,-,-,symmetrical
symmetry,-,-,symmetry
sympathetic,-,-,sympathetic
sympathy,-,-,sympathy
symphony,-,-,symphony
symptom,-,-,symptom
syndrome,-,-,syndrome
synonym,-,-,synonym
synonymous,-,-,synonymous
syntax,-,-,syntax
synthesis,-,-,synthesis
synthetic,-,-,synthetic
system,-,-,system
systematic,-,-,systematic
table,1,noun,table
tablespoon,-,-,tablespoon
tablet,-,-,tablet
tackle,1,verb,tackle
tact,-,-,tact
tactic,-,-,tactic
tactical,-,-,tactical
tag,1,noun,tag
tail,1,noun,tail
tailor,1,verb,tailor
take,1,verb,take
takeover,-,-,takeover
tale,-,-,tale
talent,-,-,talent
talented,-,-,talented
talk,1,verb,talk
talk,2,noun,talk
talkative,-,-,talkative
tall,-,-,tall
tangible,-,-,tangible
tank,1,noun,tank
tap,1,noun,tap
tap,2,verb,tap
tape,1,noun,tape
tape,2,verb,tape
target,1,noun,target
target,2,verb,target
tariff,-,-,tariff
task,1,noun,task
taste,1,noun,taste
taste,2,verb,taste
tasty,-,-,tasty
tax,1,noun,tax
tax,2,verb,tax
taxation,-,-,taxation
taxi,1,noun,taxy
taxpayer,-,-,tax payer
tea,-,-,tea
teach,-,-,teach
teacher,-,-,teacher
teaching,-,-,teaching
team,1,noun,team
team,2,verb,team
team-mate,-,-,team-mate
teamwork,-,-,teamwork
teapot,-,-,teapot
tear,1,noun,tear
tear,2,verb,tear
tease,1,verb,tease
teaspoon,-,-,teaspoon
technical,-,-,tekhnical
technically,-,-,technically
technician,-,-,technician
technique,-,-,tekhnic
technological,-,-,tekhnological
technology,-,-,tekhnology
tedious,-,-,tedious
teen,1,noun,teen
teenage,-,-,teenage
teenager,-,-,teenager
telecommunications,-,-,telecommunications
telephone,1,noun,telephone
telephone,2,verb,telephone
telescope,1,noun,telescope
televise,-,-,televise
television,-,-,television
tell,-,-,tell
telly,-,-,telly
temper,1,noun,temper
temperament,-,-,temperament
temperature,-,-,temperature
temple,-,-,temple
temporary,-,-,temporary
tempt,-,-,tempt
temptation,-,-,temptation
tempting,-,-,tempting
ten,-,noun,ten
tenant,-,-,tenant
tend,-,-,tend
tendency,-,-,tendency
tender,1,adjective,tender
tennis,-,-,tennis
tense,1,adjective,tense
tense,2,noun,tense
tension,-,-,tension
tent,-,-,tent
tentative,-,-,tentative
tenth,1,adjective,tenth
term,1,noun,term
term,2,verb,term
terminal,1,noun,terminal
terminal,2,adjective,terminal
terminate,-,-,terminate
terminology,-,-,terminology
terrace,-,-,terrace
terrain,-,-,terrain
terrible,-,-,terrible
terribly,-,-,terribly
terrific,-,-,terrific
terrified,-,-,terrified
terrify,-,-,terrify
terrifying,-,-,terrifying
territorial,-,-,territorial
territory,-,-,territory
terror,-,-,terror
terrorism,-,-,terrorism
terrorist,-,-,terrorist
test,1,noun,test
test,2,verb,test
testify,-,-,testify
testimony,-,-,testimony
text,1,noun,text
text,2,verb,text
textbook,1,noun,text-bwck
